country_tag,type,difficulty,success,r_rsc_id,s_rsc_id,r_pkg_id,s_pkg_id,r_rsc_name,s_rsc_name,r_col_name,s_col_name,sql,nl,sql_success,sql_time,sql_n_rev,sql_review,sql_intok,sql_outok,nl_time,nl_n_rev,nl_review,nl_intok,nl_outok,tot_time
UK,single-table,challenging,true,d62c755a-d3b9-421e-89f1-f3b986ab9686,,9fb64db7-5bad-420c-93b1-c5ba752b8193,,London Building Stock Model - Sutton Data,,,,"WITH RankedWards AS ( SELECT ward, estimated_floor_count, ROW_NUMBER() OVER (PARTITION BY ward ORDER BY estimated_floor_count DESC) as rn FROM R ) SELECT ward, estimated_floor_count FROM RankedWards WHERE rn = 1;",Which ward in Sutton has the building with the highest number of floors according to the London Building Stock Model developed by the Greater London Authority and UCL Energy Institute? Please provide details on just one ward.,success,7.503,0,,2710,254,7.294,0,,3055,163,14.797
UK,single-table,moderate,true,d5243754-f2ca-48e6-b07b-60cc1243b3cc,,883e6524-9f8d-4626-a493-5b42c474ff15,,Contracts Finder OCDS 2018-03-16,,,,"SELECT ""publisher/name"", COUNT(*) as release_count FROM R GROUP BY ""publisher/name"" ORDER BY release_count DESC LIMIT 5;","Which organizations have published the most contracts in March 2018, and how many contracts did each of these top five organizations publish?",success,7.821,0,,3517,254,8.064,0,,3415,184,15.885
UK,single-table,challenging,true,5e3c5eef-b82f-45c4-8c07-17b463afcdf0,,fcbe6337-addf-4348-90af-93ad4ddd469d,,,,,,"WITH DepartmentSalaries AS (    SELECT        ""parent_department"",        AVG(""payscale_minimum__a_"") AS avg_min_salary,        ROW_NUMBER() OVER (PARTITION BY ""parent_department"" ORDER BY AVG(""payscale_minimum__a_"") DESC) as rn    FROM R    GROUP BY ""parent_department"")(SELECT * FROM DepartmentSalaries WHERE rn = 1);",Which parent department within the Ministry of Defence has the highest average minimum salary for its roles in the Defence Equipment and Support organogram?,success,8.356,0,,1800,351,5.401,0,,2005,153,13.757
UK,multi-table-join,challenging,true,f5582630-5645-4df8-a6a3-bf36a85d675a,4f5ee2d2-6a8c-4edb-b10f-9dc5e9974290,708572e1-7cb8-4907-bfa3-7c1a0c2dc3dc,0ad17598-4b88-4573-a0ac-1282f8db7c69,CSV,CSV,lad16_cd,lad17_cd,"SELECT R.""lad16_cd"", S.""lad17_cd"", R.""lad16_nm"", S.""wd17_nm"", COUNT(*) AS wd_count, AVG(R.""shape__area"") AS avg_area FROM R JOIN S ON R.""lad16_cd"" = S.""lad17_cd"" GROUP BY R.""lad16_cd"", S.""lad17_cd"", R.""lad16_nm"", S.""wd17_nm"" HAVING COUNT(*) > 1 ORDER BY wd_count DESC","Which local authority districts from December 2016 have more than one associated ward from December 2017, and what are their names along with an example ward name? Additionally, provide the count of wards for each district and the average area of these districts as of December 2016. Please list them in descending order based on the number of wards.",success,10.197,0,,3291,353,14.016,0,,7750,202,24.213
UK,single-table,moderate,true,28e4eac0-7904-485a-8c2e-c1b1e0605cda,,d69c37e0-e356-4b01-b8c1-91a950d53cc4,,CSV,,,,"SELECT ""lad16_nm"", ""lad16_cd"" FROM R WHERE ""bng_e"" > 500000;",Which local authority districts in Great Britain have an easting coordinate greater than 500000 according to the December 2016 boundaries?,success,31.268,3,,6743,1279,8.367,0,,3886,165,39.635000000000005
UK,single-table,moderate,true,d348fd0e-8dab-411b-933c-07c841833472,,55393295-0b2f-44b6-bde8-0551a76fb253,,CSV,,,,"SELECT csp20_nm, COUNT(*) AS count FROM R GROUP BY csp20_nm ORDER BY count DESC;","Which community safety partnerships have the most entries in the lookup file between Local Authority Districts, Community Safety Partnerships, and Police Force Areas for England and Wales as of December 2020?",success,5.212,0,,1316,244,7.204,0,,3510,155,12.416
UK,single-table,challenging,true,d996bf42-fabe-4236-93b1-df4402ef3f39,,87e88687-e6f8-4710-b32b-1b11665e206a,,,,,,"WITH DepartmentStats AS (    SELECT        parent_department,        COUNT(*) AS total_posts,        SUM(number_of_posts_in_fte) AS total_fte,        AVG(payscale_minimum__a_) AS avg_min_payscale,        AVG(payscale_maximum__a_) AS avg_max_payscale    FROM R    GROUP BY parent_department),RankedDepartments AS (    SELECT        *,        ROW_NUMBER() OVER (ORDER BY total_fte DESC) AS fte_rank    FROM DepartmentStats)SELECT * FROM RankedDepartments WHERE fte_rank <= 5;","In the Veterinary Medicines Directorate's organogram data, which five departments have the highest total full-time equivalent (FTE) posts, and what are their average minimum and maximum pay scales?",success,7.818,0,,1873,322,5.824,0,,2300,164,13.642
UK,single-table,moderate,true,e8085633-c691-43c9-9b97-c322d844e92a,,5dcf1a8e-4bad-4d9c-b90b-41f1a3dce03b,,,,,,"SELECT ""organisation"", COUNT(*) AS ""number_of_posts"" FROM R GROUP BY ""organisation"" ORDER BY ""number_of_posts"" DESC;",Which organization within the Ministry of Defence has the most posts according to the organogram data?,success,6.583,0,,2381,257,5.822,0,,2819,135,12.405000000000001
UK,multi-table-join,simple,true,f483711f-d0af-477a-9183-6c9e0b60de61,ed53f68e-ba45-4af7-a0ca-850d01159bb9,590dd982-7774-4ef1-8ac1-d63a582a4b2c,6e2333b8-d8cb-464f-b8b6-ff9f032f7100,CSV,CSV,lad15cd,lad14_cd,"SELECT R.wd15nm, S.lad14_nm FROM R JOIN S ON R.lad15cd = S.lad14_cd",Which wards from December 2015 are associated with their respective local authority districts from December 2014 in Great Britain according to the Office for National Statistics?,success,23.961,0,,2772,308,11.19,0,,6772,144,35.150999999999996
UK,multi-table-join,moderate,true,fc642a4a-3173-46c8-a05f-dbc7c9ffbd14,6bf09e82-e623-434d-a2ce-c82ff6ddcaf9,85228aec-fe0e-49bf-9455-df000d61e731,19d3b4cd-30a5-4a32-8926-2a2bc8d1a0e7,CSV,CSV,long,long,"SELECT R.ifid AS r_ifid, S.ifid AS s_ifid, R.ctyua23_nm, S.ctyua22_nm, AVG(R.shape__area) AS avg_shape_area FROM R JOIN S ON R.long = S.long GROUP BY R.ifid, S.ifid, R.ctyua23_nm, S.ctyua22_nm;","Which pairs of counties or unitary authorities from May 2023 and December 2022 share the same longitude? Provide their unique identifiers (ifid) along with their names for each pair, as well as the average area of those from May 2023 data, grouped by these identifiers and names, as provided by the Office for National Statistics related to administrative boundaries in the UK.",success,11.739,0,,3526,363,61.866,3,,28688,1013,73.605
UK,single-table,simple,true,fb940e11-1206-4a29-ae9a-2c890293df70,,736da925-f409-49b8-99c8-6ea7a57641d0,,2023-03-31 Organogram (Senior),,,,"SELECT name, job_title FROM R WHERE organisation = 'home office';",What are the names and job titles of individuals working within the Home Office?,success,6.302,0,,2528,234,11.924,1,,5522,283,18.226
UK,multi-table-join,simple,true,f9c8e91b-a2b2-4c01-ad25-0f4e8e9cb1c0,64191ff4-6cdd-4364-944b-f89447693937,fd7d3529-5ecb-4cad-9f7b-3bf2e5a89117,5c087cd3-04bb-4f8b-a69d-fa8463ccc7b2,CSV,CSV,long,long,"SELECT R.iobjectid, S.lau118nm FROM R JOIN S ON R.long = S.long",Which Local Administrative Units Level 1 names from January 2018 share the same longitude as Counties and Unitary Authorities from December 2017 in Great Britain?,success,7.909,0,,3218,247,13.025,0,,7549,159,20.934
UK,multi-table-join,challenging,true,f5e630c0-74c6-4264-bc71-26d3cfe74f29,cf21f5d0-22e9-40fa-a405-866b8a17a81d,36fe0c84-771b-4e1b-a33e-459a85236826,43f569b4-1f00-4861-8bf9-e5821b72ce7c,CSV,CSV,pfa17_cd,pfa16cd,"SELECT R.pfa17_nm, COUNT(S.iobjectid) AS object_count, SUM(S.shape__area) AS total_area FROM R JOIN S ON R.pfa17_cd = S.pfa16cd GROUP BY R.pfa17_nm ORDER BY total_area DESC;","Which police force areas in England and Wales, as of January 2017, have the largest combined area based on their boundaries from December 2016? Please provide the name of each police force area along with the total number of objects and the sum of their areas, ordered by the total area in descending order.",success,8.774,0,,2777,297,12.763,0,,6978,184,21.537
UK,multi-table-join,challenging,true,d79b3207-b7e1-4204-981e-b70e3e4e162c,497d2e86-c9e1-49b2-a751-343bf9accc07,92f6d480-8b99-4136-bd0d-ff8055dbbadc,b75bc237-5cfc-4b7d-89b3-9de475c33fd5,CSV,CSV,lad17_cd,lad15cd,"SELECT R.lad17_cd, S.lad15cd, R.lad17_nm AS R_name, ANY_VALUE(S.wd15nm) AS S_name, SUM(S.shape__area) AS total_area FROM R JOIN S ON R.lad17_cd = S.lad15cd GROUP BY R.lad17_cd, S.lad15cd, R.lad17_nm ORDER BY total_area DESC","Which local authority district from 2017 (LAD17) corresponds to a district from 2015 (LAD15), and what is the total area of all wards within that district in Great Britain? Additionally, can you provide an example ward name for each district pairing, ordered by the largest total area first?",success,43.565,2,,9325,1406,13.829,0,,7859,177,57.394
UK,single-table,moderate,true,b5b04166-cee5-4472-8fc1-57bee087f39a,,dd2a5b45-9849-47be-89b1-6d41e40c05e7,,,,,,"SELECT ""parent_department"", COUNT(*), AVG((""payscale_minimum__a_"" + ""payscale_maximum__a_"") / 2) AS average_salary FROM R GROUP BY ""parent_department""","For each department within the Department for Environment, Food and Rural Affairs, how many roles are there and what is the average midpoint salary calculated as the average of the payscale minimum and maximum values?",success,21.469,2,,4667,1007,26.06,3,,8972,769,47.528999999999996
UK,single-table,moderate,true,41a70138-e749-49a3-9fb2-02b68f8da9b1,,a62d9c58-4fd2-4dba-a7bb-523415f040a0,,2024-04-22 Organogram (Junior),,,,"SELECT AVG(""payscale_maximum__a_"" - ""payscale_minimum__a_"") AS avg_payscale_range, ""office_region"", ""professional/occupational_group"" FROM R GROUP BY ""office_region"", ""professional/occupational_group"" ORDER BY avg_payscale_range DESC;","What is the average difference between the maximum and minimum payscale for each office region and professional group within the Ministry of Defence's Strategic Command, sorted in descending order by this average difference?",success,18.578,1,,3533,764,26.416,3,,8395,752,44.994
UK,multi-table-join,challenging,true,dd58a323-d8d2-4aa2-a840-1e7f58b1a4fe,7cf34504-5424-43dc-ba3d-7dc786940b97,04427362-663e-49e0-9103-8bc01dcaa2c7,fff4cc89-d266-42dd-a9e3-9877db1e05fc,DHSC 2022-03-31 Organogram (Senior),2021-12-31 Organogram (Junior),office_region,office_region,"SELECT R.office_region, COUNT(DISTINCT R.job_title) AS distinct_job_titles_count, SUM(R.salary_cost_of_reports__a_) AS total_salary_cost FROM R JOIN S ON R.office_region = S.office_region GROUP BY R.office_region HAVING COUNT(DISTINCT R.job_title) > 1","For each office region where there are more than one distinct job titles among the senior staff at the Department of Health and Social Care, how many different job titles exist and what is the total salary cost for those regions that also have entries in the Defence Infrastructure Organisation's junior staff organogram?",success,24.249,1,,6577,826,34.337,2,,13535,784,58.586
UK,single-table,simple,true,d074a90d-1376-4f1c-89b7-2f6f52fde907,,5066c40e-7cd8-49e7-bbf4-6cb8166c7350,,CSV,,,,SELECT regd20_nm FROM R WHERE iobjectid = 10.0,What is the name of the registration district with an object ID of 10 in England and Wales as of December 2020?,success,6.044,0,,1801,244,7.933,0,,4037,143,13.977
UK,single-table,challenging,true,dfd29876-e8a0-4367-9e12-acd9fec21e8c,,3c16edb8-b2a0-46aa-a754-aa0612163e89,,,,,,"SELECT ""parent_department"", ""organisation"", ""unit"", COUNT(DISTINCT ""generic_job_title"") AS unique_job_titles, SUM(""number_of_posts_in_fte"") AS total_posts FROM R WHERE ""grade"" LIKE 'c%' GROUP BY ""parent_department"", ""organisation"", ""unit"" HAVING COUNT(DISTINCT ""generic_job_title"") > 5 ORDER BY total_posts DESC","How many unique job titles and total full-time equivalent (FTE) posts are there for roles graded with a 'C' in each department, organization, and unit within the Army Command of the Ministry of Defence, where the number of unique job titles exceeds 5? Please list them in descending order by the total FTE posts.",success,8.139,0,,1839,356,7.053,0,,2107,216,15.192
UK,multi-table-join,moderate,true,e54f47df-9aa4-41b8-b7bb-3f3b471a1738,d59189c1-e82b-4a41-b24d-6fc0392da188,b0bb8fd7-26e2-4a4b-b1e5-7e9bbf4932bc,00948609-245c-4852-9b8f-3197983b7c7a,,FCDO (FCO) GPC transactions February 2021,location,location,"SELECT R.location, SUM(R.amount) AS total_amount_r, SUM(S.amount) AS total_amount_s FROM R JOIN S ON R.location = S.location GROUP BY R.location","How much did the Foreign and Commonwealth Office and the Foreign, Commonwealth and Development Office spend in total for their procurement card transactions in each location? Please provide a comparison of the spending amounts between these two offices for the same locations.",success,23.235,0,,2339,254,7.371,0,,2724,186,30.606
UK,multi-table-join,moderate,true,e080cb0e-039e-4541-877a-a61660eb3d99,c4183520-410d-4694-ba9e-de3ed7317339,7e205366-40a7-4e7a-a837-1b8718895660,3d5a1f2a-bb93-463a-bda5-87d36cd14fb7,CSV,CSV,lep21_cd1,lep22_cd,"SELECT R.msoa21_nm, AVG(S.shape__area) AS avg_shape_area FROM R JOIN S ON R.lep21_cd1 = S.lep22_cd GROUP BY R.msoa21_nm;","What is the average area of Local Enterprise Partnerships (LEPs) in December 2022 for each Middle Layer Super Output Area (MSOA), considering the LEPs matched by their codes from May 2022? Please refer to the Office for National Statistics data on output areas and boundaries.",success,8.538,0,,3345,260,13.375,0,,7874,172,21.913
UK,single-table,challenging,true,90cfa9b2-3e53-4eb4-b267-ebce6026a67a,,5359dd6e-64ad-49f8-9dda-3dc740f95635,,2024-01-25 Organogram (Junior),,,,"WITH RankedPosts AS ( SELECT *, ROW_NUMBER() OVER (PARTITION BY ""office_region"" ORDER BY ""payscale_maximum__a_"" DESC) as rank FROM R ) SELECT * FROM RankedPosts WHERE rank = 1;",What are the highest paying job titles in each office region for staff roles within the Ministry of Defence's Air Command?,success,6.395,0,,1833,275,4.999,0,,1976,138,11.393999999999998
UK,multi-table-join,simple,true,d262630c-d22b-4659-a552-2735223a9186,41a70138-e749-49a3-9fb2-02b68f8da9b1,736da925-f409-49b8-99c8-6ea7a57641d0,a62d9c58-4fd2-4dba-a7bb-523415f040a0,2022-03-31 Organogram (Senior),2024-04-22 Organogram (Junior),office_region,office_region,"SELECT R.name, S.generic_job_title, R.job_title FROM R JOIN S ON R.office_region = S.office_region","Retrieve the names of individuals in London from the Home Office along with their specific job titles, and match them with corresponding generic job titles within the Ministry of Defence's Strategic Command based on their office regions.",success,26.764,2,,8715,1002,38.52,3,,16414,865,65.284
UK,single-table,challenging,true,def9a544-8605-4c8a-a7eb-01586df940dc,,255acc10-3c75-4860-b2a1-855eceae5a0c,,Natura2000-tranche50-admin-regions.csv,,,,"WITH RankedSites AS ( SELECT ""site_name"", ""country_code"", ""region_name"", ROW_NUMBER() OVER (PARTITION BY ""country_code"" ORDER BY ""site_name"") AS rn FROM R ) SELECT ""site_name"", ""country_code"", ""region_name"" FROM RankedSites WHERE rn = 1;","Could you provide the name of the first alphabetically listed protected site for each country under the Natura 2000 network, including both SACs and SPAs?",success,8.11,0,,1320,371,6.094,0,,2674,149,14.204
UK,single-table,moderate,true,ee7a20f3-39c2-43a7-abc4-5cc1278c0e15,,e038c4cd-ff81-4d64-91f8-2941897f32a3,,,,,,"SELECT organisation, AVG(payscale_minimum__a_) AS avg_min_payscale, AVG(payscale_maximum__a_) AS avg_max_payscale FROM R GROUP BY organisation;",What are the average minimum and maximum pay scales for different roles within each organisation in the Department for Work and Pensions?,success,5.463,0,,1785,235,5.767,0,,2173,159,11.23
UK,multi-table-union,simple,true,e3455f7a-f0c1-4797-9670-197d291aea99,2e9da07c-8fa5-4757-85d1-5c5490dc1a2a,61e3828b-d1ad-4c69-b291-347a9d899fb3,a90a9f70-e28c-4a95-a7a7-f79d12fbe219,2019-03-31 Organogram (Junior),,professional/occupational_group,professional/occupational_group,"SELECT ""organisation"", ""number_of_posts_in_fte"", ""parent_department"", ""grade"", ""reporting_senior_post"", ""payscale_maximum__a_"", ""professional/occupational_group"", ""unit"", ""generic_job_title"", ""payscale_minimum__a_"" FROM R UNION SELECT ""organisation"", ""number_of_posts_in_fte"", ""parent_department"", ""grade"", ""reporting_senior_post"", ""payscale_maximum__a_"", ""professional/occupational_group"", ""unit"", ""generic_job_title"", ""payscale_minimum__a_"" FROM S","Which organisations within HM Revenue and Customs and Ministry of Justice have posts with details such as the number of full-time equivalent positions, parent department, grade level, senior reporting post, maximum pay scale, professional or occupational group, unit name, generic job title, and minimum pay scale?",success,21.353,0,,790,358,7.583,0,,3663,166,28.936
UK,single-table,moderate,true,e3455f7a-f0c1-4797-9670-197d291aea99,,61e3828b-d1ad-4c69-b291-347a9d899fb3,,2019-03-31 Organogram (Junior),,,,"SELECT organisation, COUNT(*) AS number_of_units FROM R GROUP BY organisation ORDER BY number_of_units DESC;","Which organizations within HM Revenue and Customs have the most units, and how many units do they have?",success,18.289,0,,1705,245,5.548,0,,2157,151,23.837000000000003
UK,multi-table-join,simple,true,d59bd8c4-fa90-4865-9c6a-9e48fd86b363,a678cd75-7ff8-4f3d-a502-7961059a5066,7c590663-2e85-4606-a60b-ab1bd103edcf,3c16edb8-b2a0-46aa-a754-aa0612163e89,2024-10-30 Organogram (Senior),2024-01-25 Organogram (Junior),office_region,office_region,"SELECT R.name AS employee_name, R.parent_department AS department, R.salary_cost_of_reports__a_ AS salary, S.generic_job_title FROM R JOIN S ON R.office_region = S.office_region WHERE R.salary_cost_of_reports__a_ > 50000","Which employees in the Environment Agency have a salary cost of reports over £50,000, and what are their job titles and departments? Please provide this information based on the regional alignment with job titles from the Army Command's organizational structure.",success,27.374,2,,8847,978,7.693,0,,4000,155,35.067
UK,single-table,moderate,true,28c2df2e-e50d-4d0b-a018-c89cd222db0c,,fff4cc89-d266-42dd-a9e3-9877db1e05fc,,2023-01-31 Organogram (Junior),,,,"SELECT ""organisation"", COUNT(*) AS ""number_of_units"" FROM R GROUP BY ""organisation"" ORDER BY ""number_of_units"" DESC;","How many units does each organization within the Ministry of Defence have, particularly focusing on the Defence Infrastructure Organisation? Please group these organizations by their names and list them in descending order based on the number of units they contain.",success,6.488,0,,1743,327,26.187,3,,8505,741,32.675000000000004
UK,single-table,moderate,true,d7fc66c0-fc86-45db-b8a7-188c5098778d,,dd2a5b45-9849-47be-89b1-6d41e40c05e7,,2021-07-22 Organogram (Senior),,,,"SELECT ""parent_department"", COUNT(*) AS ""number_of_posts"" FROM R GROUP BY ""parent_department"" ORDER BY ""number_of_posts"" DESC;","Which department within the Department for Environment, Food and Rural Affairs has the most posts listed in their organogram?",success,7.239,0,,2614,273,5.746,0,,2832,138,12.985
UK,single-table,simple,true,e3455f7a-f0c1-4797-9670-197d291aea99,,61e3828b-d1ad-4c69-b291-347a9d899fb3,,2019-03-31 Organogram (Junior),,,,SELECT * FROM R WHERE grade = 'officer';,What positions are classified as officers within HM Revenue and Customs?,success,16.169,0,,1718,219,5.278,0,,2103,141,21.447
UK,single-table,challenging,true,ed7f8bac-970f-4936-a750-6923b8b75c60,,bd608bb5-a748-4632-8e69-b0be9d8358eb,,2024-01-31 Organogram (Junior),,,,"WITH RankedPosts AS ( SELECT *, ROW_NUMBER() OVER (PARTITION BY ""generic_job_title"" ORDER BY ""payscale_maximum__a_"" DESC) as rn FROM R WHERE ""organisation"" = 'dvla' ) SELECT * FROM RankedPosts WHERE rn = 1;","For each job title within the Driver and Vehicle Licensing Agency (DVLA), identify the roles that have the highest maximum pay scales. Provide details including grades, office regions, and number of posts for these top-paying roles.",success,7.12,0,,1807,296,27.378,3,,9312,765,34.498
UK,single-table,challenging,true,f7ce4f52-1e14-4258-ac3c-277d3e43bdf5,,36842a6c-f374-401d-acd4-fdf7a9c5ed95,,,,,,"SELECT ""grant?"" FROM R WHERE ""grant?"" = 'yes';","Which transactions within the Ministry of Housing, Communities and Local Government were specifically classified as grants during the Financial Year 2014/5?",success,26.596,2,,6044,1033,5.682,0,,2535,144,32.278
UK,multi-table-join,moderate,true,f483711f-d0af-477a-9183-6c9e0b60de61,ed53f68e-ba45-4af7-a0ca-850d01159bb9,590dd982-7774-4ef1-8ac1-d63a582a4b2c,6e2333b8-d8cb-464f-b8b6-ff9f032f7100,CSV,CSV,lad15cd,lad14_cd,"SELECT R.wd15nm, SUM(S.shape__area) AS total_shape_area FROM R JOIN S ON R.lad15cd = S.lad14_cd GROUP BY R.wd15nm",What is the total area of local authority districts from December 2014 that correspond to each electoral ward or division from December 2015 in Great Britain? Please consider the boundaries provided by the Office for National Statistics.,success,23.032,0,,2843,264,12.327,0,,6808,176,35.359
UK,single-table,challenging,true,b26812d0-d306-4c9c-b47a-d796741db2c3,,a3690074-f651-4cab-bf3a-0ae02274f937,,,,,,"WITH RankedExpenses AS ( SELECT *, ROW_NUMBER() OVER (PARTITION BY department_family ORDER BY CAST(REPLACE(amount_in_sterling, ',', '') AS FLOAT) DESC) as rn FROM R ) SELECT department_family, entity, date_of_payment, expense_type, amount_in_sterling FROM RankedExpenses WHERE rn = 1;",What were the largest transactions made by each department family in terms of amount spent during the financial year 2013-2014 for different expense types?,success,7.634,0,,2188,295,5.9,0,,2431,147,13.534
UK,single-table,simple,true,f57a9ff2-aa84-4729-aeff-ac0de2383182,,736da925-f409-49b8-99c8-6ea7a57641d0,,,,,,"SELECT name, job_title FROM R WHERE organisation = 'home office';",What are the names and job titles of the staff members listed in the Home Office's organogram?,success,6.536,0,,2618,247,25.774,3,,11556,654,32.31
UK,multi-table-union,moderate,true,d5657914-39e3-4ee5-9f0e-cc010f280fe6,f6f2b41b-20a2-42c9-8b25-71832f330fa7,44ff28ad-4608-4a9f-9104-399d4e73f717,46ec5188-fc54-49db-b77e-4b671c58f891,Contracts Finder OCDS 2022-07-12,Contracts Finder OCDS 2024-06-26,releases/0/tender/procurement_method_details,releases/0/tender/procurement_method_details,"SELECT ""publisher/name"", ""extensions/3"", ""releases/0/id"", ""releases/0/ocid"", ""license"", CAST(""published_date"" AS DATE), ""releases/0/date"", ""publisher/uid"", ""publisher/scheme"", ""releases/0/language"", ""publisher/uri"", ""uri"", ""version"", ""extensions/5"", ""extensions/0"", ""extensions/2"", ""extensions/4"", ""extensions/1"", ""extensions/6"", ""publication_policy"" FROM R UNION SELECT ""publisher/name"", ""extensions/3"", ""releases/0/id"", ""releases/0/ocid"", ""license"", CAST(""published_date"" AS DATE), ""releases/0/date"", ""publisher/uid"", ""publisher/scheme"", ""releases/0/language"", ""publisher/uri"", ""uri"", ""version"", ""extensions/5"", ""extensions/0"", ""extensions/2"", ""extensions/4"", ""extensions/1"", ""extensions/6"", ""publication_policy"" FROM S","Can you provide details such as the publisher's name, specific extensions (e.g., extension 3), release IDs and OCIDs, license type, publication dates in a date format, language used, publisher UID and scheme, URI links, version number, and publication policy for contracts published by the Crown Commercial Service in July 2022 and June 2024?",success,10.974,0,,1730,526,53.858,3,,26907,978,64.832
UK,multi-table-union,moderate,true,e3455f7a-f0c1-4797-9670-197d291aea99,2e9da07c-8fa5-4757-85d1-5c5490dc1a2a,61e3828b-d1ad-4c69-b291-347a9d899fb3,a90a9f70-e28c-4a95-a7a7-f79d12fbe219,2019-03-31 Organogram (Junior),,professional/occupational_group,professional/occupational_group,"SELECT ""organisation"", ""number_of_posts_in_fte"", ""parent_department"", ""grade"", ""reporting_senior_post"", ""payscale_maximum__a_"", ""professional/occupational_group"", ""unit"", ""generic_job_title"", ""payscale_minimum__a_"" FROM R WHERE ""number_of_posts_in_fte"" > 10 UNION SELECT ""organisation"", ""number_of_posts_in_fte"", ""parent_department"", ""grade"", ""reporting_senior_post"", ""payscale_maximum__a_"", ""professional/occupational_group"", ""unit"", ""generic_job_title"", ""payscale_minimum__a_"" FROM S WHERE ""number_of_posts_in_fte"" < 5","Which roles within HM Revenue and Customs and Ministry of Justice have more than 10 full-time equivalent posts or less than 5 full-time equivalent posts? Please include details such as the organisation name, parent department, grade level, reporting senior post, maximum pay scale, professional/occupational group, unit, generic job title, and minimum pay scale.",success,26.864,0,,1066,410,8.298,0,,3725,185,35.162
UK,multi-table-join,simple,true,d79b3207-b7e1-4204-981e-b70e3e4e162c,c624c1d2-2142-4419-bb6b-e8dffed29101,92f6d480-8b99-4136-bd0d-ff8055dbbadc,734ab211-f439-4306-8769-cc4098914082,CSV,CSV,rgn11_cd,rgn19_cd,"SELECT R.""rgn11_nm"", S.""rgn19_nm"" FROM R INNER JOIN S ON R.""rgn11_cd"" = S.""rgn19_cd""","Based on the geographic classifications provided by the Office for National Statistics, how do the names of regions in 2011 correspond to their names in 2019 according to the respective region codes?",success,34.266,2,,7466,1274,55.208,3,,29465,829,89.47399999999999
UK,single-table,challenging,true,f9c8e91b-a2b2-4c01-ad25-0f4e8e9cb1c0,,fd7d3529-5ecb-4cad-9f7b-3bf2e5a89117,,CSV,,,,"WITH RankedAreas AS ( SELECT ctyua17nm, shape__area, ROW_NUMBER() OVER (PARTITION BY ctyua17nm ORDER BY shape__area DESC) as rn FROM R ) SELECT ctyua17nm, MAX(shape__area) as largest_area FROM RankedAreas WHERE rn = 1 GROUP BY ctyua17nm","Which county or unitary authority in Great Britain as of December 2017 has the largest area, and what is that maximum area size?",success,8.399,0,,2016,316,8.626,0,,4075,166,17.025
UK,single-table,simple,true,ddecc046-9732-4db0-a1b3-a21960b9b9b6,,052f2f57-cee9-4391-81c3-633634e9e32e,,Departmental Expenditure March 2023,,,,"SELECT department, COUNT(*) FROM R WHERE expense_type LIKE '%telecommunications%' GROUP BY department;",How many transactions related to telecommunications infrastructure have been made by each department within the Department of Finance?,success,6.273,0,,1434,274,5.489,0,,2612,126,11.762
UK,multi-table-join,challenging,true,d8044e95-9f2b-4f53-b711-ce1e90ec8b82,e8085633-c691-43c9-9b97-c322d844e92a,5161398b-c0f9-45b9-8451-893face3a9ab,5dcf1a8e-4bad-4d9c-b90b-41f1a3dce03b,,,professional/occupational_group,professional/occupational_group,"SELECT R.""professional/occupational_group"", COUNT(DISTINCT R.post_unique_reference) AS count_in_R, COUNT(DISTINCT S.post_unique_reference) AS count_in_S FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group"" GROUP BY R.""professional/occupational_group"" HAVING COUNT(DISTINCT R.post_unique_reference) > 1 AND COUNT(DISTINCT S.post_unique_reference) > 1",Which professional or occupational groups have more than one distinct role in both High Speed Two Limited and the Ministry of Defence?,success,11.43,0,,4512,348,38.409,3,,19824,737,49.839
UK,multi-table-join,simple,true,f9286b65-bdb8-4b45-8300-d8207f695bab,3fc50538-0dbb-485b-857c-ec80951e3db5,da25a137-0c3f-4261-9714-1b8128ac1123,380dd47e-b7b6-449a-980c-6175f1b5225c,CSV,CSV,ctyua21_cd,ctyua22_cd,"SELECT R.ctyua21_nm, S.ctyua22_nm FROM R JOIN S ON R.ctyua21_cd = S.ctyua22_cd;","How do the names of Counties and Unitary Authorities in December 2021 compare with their counterparts in December 2022, based on their unique codes?",success,10.97,0,,3399,366,12.242,0,,6998,158,23.212000000000003
UK,multi-table-join,moderate,true,fa99195a-1c2a-46ac-a1ac-f2d24e4f37a6,a099e004-280b-4593-87c3-7fa4d193e563,e7ff590b-236f-4df2-8837-be30bfdb7761,ce1608eb-7fca-4d07-9226-cfab5a4f0471,"","",species,species,"SELECT ""R"".""species"", ""R"".""test_code"", ""S"".""test_delivery_area"", SUM(""R"".""no._tests"") AS total_tests FROM R JOIN S ON ""R"".""species"" = ""S"".""species"" GROUP BY ""R"".""species"", ""R"".""test_code"", ""S"".""test_delivery_area""","Which species had tests conducted in both miscellaneous laboratory settings and food and environmental safety surveillance areas, what were the test codes for these species, and what was the total number of tests performed for each? Please include the area of test delivery for these species as well.",success,7.521,0,,2132,346,6.759,0,,2829,169,14.280000000000001
